3984.893504412447,2270.6004020818896
4123.489434351478,2907.747331755211
4226.654825809855,2815.455542640227
3778.562721495693,2570.826704022198
3488.8659656832824,1171.994526833649
3914.0324274511377,1355.466155797171
4003.65084831397,1457.765488310165
3909.8641288063545,2272.8243006147804
4296.473828109968,1011.8738324654845
4290.221380142794,1451.0937927114915
3759.8053775941703,-579.3255678181511
4008.861221619948,1682.3792401321737
3975.5148324616853,1706.8421239939764
3908.8220541451587,1686.827037197956
3698.3229725836227,1592.311349550081
4101.605866466368,2174.9727651675685
3969.2623844945115,2708.7084130614508
3760.847452255367,2557.483312824851
4214.149929875505,1508.915154566662
4202.687108602352,1573.4082120205062
4206.855407247135,1582.3038061520708
3915.0745021123334,2508.557545101245
